10	2	450043
9	2	450044
9	3	450044
10	2	450044
10	3	450044
11	2	450044
11	3	450044
12	2	450044
12	3	450044
13	2	450044
13	3	450044
2	2	450045
2	3	450045
3	2	450045
3	3	450045
10	1	450046
11	1	450046
12	1	450046
11	2	450047
12	2	450047
13	0	450048
13	1	450048
12	4	450049
13	4	450049
14	4	450049
12	4	450050
12	5	450051
13	5	450051
12	6	450052
13	6	450052
14	6	450052
14	6	450053
15	6	450053
12	7	450054
13	7	450054
14	7	450054
14	8	450055
15	8	450055
17	6	450056
18	6	450056
16	5	450057
17	5	450057
18	5	450057
16	4	450058
17	4	450058
13	4	450059
14	4	450059
15	4	450059
15	3	450060
16	3	450060
17	3	450060
14	2	450061
14	3	450061
15	2	450061
15	3	450061
14	1	450062
14	2	450062
15	1	450062
15	2	450062
16	1	450062
16	2	450062
16	1	450063
17	1	450063
18	1	450063
11	3	450101
11	4	450101
11	5	450101
11	6	450101
11	7	450101
11	8	450101
12	3	450101
12	4	450101
12	5	450101
12	6	450101
12	7	450101
12	8	450101
10	5	450102
10	6	450102
9	5	450103
9	6	450103
10	5	450103
10	6	450103
8	3	450104
8	4	450104
8	5	450104
8	6	450104
8	7	450104
9	3	450104
9	4	450104
9	5	450104
9	6	450104
9	7	450104
7	3	450105
7	4	450105
7	4	450106
3	3	450107
3	4	450107
3	5	450107
0	0	450199
0	1	450199
0	2	450199
0	3	450199
0	4	450199
0	5	450199
0	6	450199
0	7	450199
0	8	450199
0	9	450199
17	0	450199
17	1	450199
17	2	450199
17	3	450199
17	4	450199
17	5	450199
17	6	450199
17	7	450199
17	8	450199
17	9	450199
18	0	450199
18	1	450199
18	2	450199
18	3	450199
18	4	450199
18	5	450199
18	6	450199
18	7	450199
18	8	450199
18	9	450199
6	5	450108
6	5	450109
7	5	450109
7	5	450110
7	6	450111
7	7	450111
3	6	450112
3	7	450112
4	6	450112
4	7	450112
1	4	450113
1	5	450113
1	6	450113
2	4	450113
2	5	450113
2	6	450113
3	1	450114
3	2	450114
3	3	450114
5	3	450115
5	3	450116
6	2	450117
6	3	450117
1	5	450118
1	6	450118
2	1	450119
2	2	450119
3	1	450120
3	2	450120
2	6	450121
2	7	450121
6	0	450122
6	1	450122
6	2	450123
7	2	450124
8	1	450125
8	2	450125
9	1	450125
9	2	450125
9	2	450126
10	2	450126
10	1	450127
10	2	450127
11	1	450127
11	2	450127
11	2	450128
12	2	450128
12	0	450129
12	1	450129
14	0	450131
14	1	450131
14	2	450131
14	3	450131
14	4	450131
13	0	450130
13	1	450130
13	2	450130
13	3	450130
12	5	450132
12	6	450132
13	5	450132
13	6	450132
15	4	450133
15	5	450133
15	6	450133
8	3	450134
3	3	450301
3	4	450301
3	5	450301
2	2	450302
2	3	450302
2	4	450302
0	4	450303
0	5	450303
8	3	450304
8	4	450304
8	5	450304
13	4	450305
13	5	450305
14	6	450306
14	7	450306
16	3	450307
16	4	450307
16	5	450307
15	3	450308
15	4	450308
16	2	450309
16	3	450309
0	2	450310
0	3	450310
2	2	401401
3	2	401401
10	8	401001
11	8	401001
5	6	401002
5	7	401002
6	6	401002
6	7	401002
0	5	401003
1	4	401004
7	1	401005
7	2	401005
8	1	401005
8	2	401005
9	1	401006
10	2	401007
10	3	401007
11	2	401007
11	3	401007
16	8	401008
17	8	401008
17	3	401009
15	1	401010
15	2	401010
12	7	401101
17	6	401102
17	0	401801
17	1	401801
11	7	400801
6	7	400802
1	3	400803
2	3	400803
0	1	400804
6	1	400805
6	2	400805
9	3	401601
3	6	401602
5	2	401603
5	3	401603
13	2	401604
13	3	401604
14	2	401605
15	2	401605
6	2	401701
12	6	401702
1	6	400201
1	7	400201
1	8	400201
4	7	400301
4	8	400301
0	7	400008
0	8	400008
1	7	400007
1	7	400006
1	8	400006
1	8	400005
3	7	400004
3	8	400003
3	8	400002
3	8	400001
10	7	400009
9	5	400010
11	3	400011
10	3	400012
8	2	400013
8	3	400013
8	2	400014
7	2	400015
7	3	400015
6	3	400016
5	3	400017
3	4	400018
6	5	400019
6	5	400020
6	5	400021
8	5	400022
8	5	400023
8	5	400024
8	6	400025
7	6	400026
6	6	400027
6	6	400028
5	6	400029
6	6	400029
4	6	400030
2	4	400031
2	4	400032
1	5	400034
1	5	400033
1	5	400035
1	5	400036
0	3	400037
0	3	400038
0	3	400039
0	1	400040
0	1	400041
0	1	400042
0	1	400043
1	1	400044
1	1	400045
1	1	400046
1	1	400047
3	0	400048
3	0	400049
3	0	400050
4	0	400051
4	0	400052
5	0	400052
5	0	400053
5	1	400053
5	1	400054
4	1	400055
6	1	400056
6	1	400057
6	1	400058
7	1	400059
7	1	400060
7	1	400061
11	1	400062
11	1	400063
11	1	400064
10	2	400065
10	2	400066
10	2	400067
13	4	400074
13	3	400075
13	4	400076
12	4	400077
12	5	400079
12	5	400078
12	5	400081
12	5	400080
14	8	400082
12	8	400083
12	8	400084
12	8	400085
12	8	400086
17	8	400089
17	8	400088
17	8	400087
15	6	400090
15	6	400091
17	6	400092
17	6	400093
17	6	400094
17	6	400095
17	5	400096
17	5	400097
17	5	400098
16	1	400099
7	7	400101
7	8	400101
8	7	400102
8	8	400102
8	7	400103
8	8	400103
4	3	400104
4	4	400104
5	3	400105
5	4	400105
4	4	400106
4	5	400106
5	4	400107
5	5	400107
6	4	400401
6	5	400401
6	6	400401
6	7	400401
9	7	400501
9	8	400501
10	8	400601
9	7	400602
10	7	400602
10	7	400603
9	6	400604
10	5	400605
10	4	400606
10	4	400607
5	6	400608
2	6	400609
3	6	400609
2	5	400610
3	5	400611
2	5	400612
4	2	400613
4	1	400614
5	1	400614
5	1	400615
4	1	400616
5	1	400616
4	0	400617
11	2	400618
12	2	400619
13	2	400620
12	2	400621
13	1	400622
12	1	400623
13	0	400624
13	7	400625
12	6	400627
12	7	400627
15	8	400628
16	7	400629
16	7	400630
16	7	400631
16	6	400632
16	6	400633
15	6	400634
16	5	400635
15	4	400636
15	3	400637
15	4	400637
15	2	400638
15	3	400638
14	2	400639
5	8	400704
5	8	400703
6	8	400701
6	8	400702
10	4	400705
10	4	400706
8	5	400707
8	5	400708
1	5	400709
12	2	400710
13	6	400711
13	6	400712
13	6	400713
13	7	400713
13	7	400714
13	7	400715
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
15	2	400716
