318	4608	2304
252	2159
4500	450050	3170	1237	3295	1269
4500	450051	3170	1461	3388	1494
4500	450052	3313	1559	3679	1589
4500	450053	3695	1719	3901	1733
4500	450054	3171	1975	3680	2007
4500	450055	3600	2069	3966	2085
4500	450056	4382	1652	4608	1686
4500	450057	4318	1427	4609	1461
4500	450058	4210	1209	4607	1220
4500	450059	3570	1238	3938	1253
4500	450060	4093	918	4605	949
4500	450061	3619	756	3939	775
4500	450062	3774	505	4302	535
4500	450063	4194	439	4608	454
4501	450101	3008	779	3169	2290
4501	450102	2669	1530	2722	1687
4501	450103	2508	1403	2563	1555
4501	450104	2259	997	2306	1847
4501	450105	1954	945	1986	1045
4501	450106	1821	1073	1852	1193
4501	450107	896	948	937	1449
4501	450199	0	0	61	2304
4501	450199	4563	0	4608	2304
4501	450108	1560	1432	1600	1497
4501	450109	1762	1431	1800	1494
4501	450110	1922	1376	1967	1431
4501	450111	1845	1706	1903	1848
4501	450112	983	1683	1037	1847
4501	450113	510	1154	556	1750
4501	450114	917	500	960	932
4501	450115	1282	856	1320	936
4501	450116	1440	777	1472	854
4501	450117	1570	703	1612	774
4501	450118	277	1444	318	1537
4501	450119	514	502	546	726
4501	450120	769	501	802	566
4501	450121	706	1779	745	1817
4501	450122	1568	85	1600	459
4501	450123	1731	656	1784	709
4501	450124	1889	571	1938	660
4501	450125	2255	453	2313	662
4501	450126	2497	678	2561	759
4501	450127	2811	448	2867	561
4501	450128	3061	606	3119	762
4501	450129	3105	19	3139	442
4501	450131	3587	16	3632	1240
4501	450130	3443	250	3484	772
4501	450132	3303	1491	3359	1558
4501	450133	3873	1257	3904	1722
4501	450134	2187	919	2243	997
4503	450301	973	948	983	1351
4503	450302	589	610	599	1231
4503	450303	206	1048	216	1346
4503	450304	2126	947	2136	1283
4503	450305	3342	1108	3352	1407
4503	450306	3629	1591	3639	1865
4503	450307	4142	952	4151	1422
4503	450308	3885	780	3895	1154
4503	450309	4174	535	4184	827
4503	450310	206	622	215	950
4014	401401	786	698	0	0
4010	401001	2852	2155	0	0
4010	401002	1496	1802	0	0
4010	401003	67	1387	0	0
4010	401004	424	1080	0	0
4010	401005	2079	520	0	0
4010	401006	2393	394	0	0
4010	401007	2806	715	0	0
4010	401008	4344	2163	0	0
4010	401009	4447	873	0	0
4010	401010	4012	459	0	0
4011	401101	3266	1916	0	0
4011	401102	4425	1595	0	0
4018	401801	4496	359	0	0
4008	400801	2902	1909	0	0
4008	400802	1586	1938	0	0
4008	400803	517	827	0	0
4008	400804	231	280	0	0
4008	400805	1570	503	0	0
4016	401601	2366	942	0	0
4016	401602	988	1628	0	0
4016	401603	1499	736	0	0
4016	401604	3375	735	0	0
4016	401605	3829	731	0	0
4017	401701	1634	634	0	0
4017	401702	3241	1680	0	0
4002	400201	426	1902	0	0
4003	400301	1058	2086	0	0
4000	400008	228	2046	0	0
4000	400007	268	2014	0	0
4000	400006	303	2044	0	0
4000	400005	270	2081	0	0
4000	400004	821	2022	0	0
4000	400003	784	2057	0	0
4000	400002	823	2088	0	0
4000	400001	855	2055	0	0
4000	400009	2696	1807	0	0
4000	400010	2369	1320	0	0
4000	400011	2836	998	0	0
4000	400012	2638	852	0	0
4000	400013	2100	772	0	0
4000	400014	2058	743	0	0
4000	400015	2017	771	0	0
4000	400016	1630	935	0	0
4000	400017	1521	1013	0	0
4000	400018	952	1075	0	0
4000	400019	1627	1320	0	0
4000	400020	1584	1292	0	0
4000	400021	1543	1319	0	0
4000	400022	2230	1503	0	0
4000	400023	2204	1481	0	0
4000	400024	2177	1503	0	0
4000	400025	2238	1624	0	0
4000	400026	1821	1763	0	0
4000	400027	1620	1706	0	0
4000	400028	1577	1678	0	0
4000	400029	1536	1705	0	0
4000	400030	1078	1736	0	0
4000	400031	668	1199	0	0
4000	400032	739	1123	0	0
4000	400034	411	1427	0	0
4000	400033	386	1404	0	0
4000	400035	359	1426	0	0
4000	400036	386	1451	0	0
4000	400037	155	934	0	0
4000	400038	113	905	0	0
4000	400039	71	933	0	0
4000	400040	162	471	0	0
4000	400041	137	448	0	0
4000	400042	110	471	0	0
4000	400043	137	495	0	0
4000	400044	443	383	0	0
4000	400045	417	361	0	0
4000	400046	390	383	0	0
4000	400047	417	407	0	0
4000	400048	898	247	0	0
4000	400049	929	155	0	0
4000	400050	987	85	0	0
4000	400051	1103	87	0	0
4000	400052	1279	181	0	0
4000	400053	1389	258	0	0
4000	400054	1287	339	0	0
4000	400055	1191	435	0	0
4000	400056	1694	376	0	0
4000	400057	1720	354	0	0
4000	400058	1744	375	0	0
4000	400059	1828	309	0	0
4000	400060	1858	286	0	0
4000	400061	1897	334	0	0
4000	400062	3026	342	0	0
4000	400063	2984	313	0	0
4000	400064	2942	340	0	0
4000	400065	2745	671	0	0
4000	400066	2702	642	0	0
4000	400067	2661	670	0	0
4000	400074	3503	1033	0	0
4000	400075	3481	1007	0	0
4000	400076	3459	1034	0	0
4000	400077	3206	1193	0	0
4000	400079	3262	1387	0	0
4000	400078	3239	1361	0	0
4000	400081	3218	1387	0	0
4000	400080	3240	1410	0	0
4000	400082	3618	2102	0	0
4000	400083	3280	2114	0	0
4000	400084	3258	2088	0	0
4000	400085	3237	2115	0	0
4000	400086	3259	2138	0	0
4000	400089	4490	2113	0	0
4000	400088	4468	2087	0	0
4000	400087	4447	2113	0	0
4000	400090	3932	1689	0	0
4000	400091	3930	1609	0	0
4000	400092	4553	1598	0	0
4000	400093	4531	1572	0	0
4000	400094	4509	1598	0	0
4000	400095	4532	1621	0	0
4000	400096	4470	1316	0	0
4000	400097	4506	1290	0	0
4000	400098	4544	1319	0	0
4000	400099	4341	367	0	0
4001	400101	2000	2083	0	0
4001	400102	2127	2083	0	0
4001	400103	2255	2083	0	0
4001	400104	1203	1056	0	0
4001	400105	1411	1059	0	0
4001	400106	1201	1284	0	0
4001	400107	1408	1284	0	0
4004	400401	1698	1502	0	0
4005	400501	2402	2054	0	0
4006	400601	2657	2088	0	0
4006	400602	2564	1991	0	0
4006	400603	2753	1927	0	0
4006	400604	2509	1771	0	0
4006	400605	2639	1346	0	0
4006	400606	2789	1128	0	0
4006	400607	2660	1033	0	0
4006	400608	1384	1730	0	0
4006	400609	766	1608	0	0
4006	400610	672	1517	0	0
4006	400611	799	1420	0	0
4006	400612	661	1327	0	0
4006	400613	1178	549	0	0
4006	400614	1278	453	0	0
4006	400615	1373	392	0	0
4006	400616	1281	294	0	0
4006	400617	1153	231	0	0
4006	400618	2911	677	0	0
4006	400619	3254	677	0	0
4006	400620	3358	596	0	0
4006	400621	3211	529	0	0
4006	400622	3364	410	0	0
4006	400623	3238	283	0	0
4006	400624	3371	218	0	0
4006	400625	3394	1906	0	0
4006	400627	3300	1794	0	0
4006	400628	4058	2079	0	0
4006	400629	4160	1990	0	0
4006	400630	4293	1926	0	0
4006	400631	4193	1829	0	0
4006	400632	4320	1763	0	0
4006	400633	4191	1671	0	0
4006	400634	4066	1578	0	0
4006	400635	4166	1478	0	0
4006	400636	4029	1133	0	0
4006	400637	3955	1019	0	0
4006	400638	4012	773	0	0
4006	400639	3707	649	0	0
4007	400704	1516	2096	0	0
4007	400703	1516	2154	0	0
4007	400701	1600	2097	0	0
4007	400702	1600	2155	0	0
4007	400705	2750	1191	0	0
4007	400706	2750	1238	0	0
4007	400707	2104	1379	0	0
4007	400708	2178	1379	0	0
4007	400709	280	1348	0	0
4007	400710	3088	565	0	0
4007	400711	3490	1667	0	0
4007	400712	3489	1726	0	0
4007	400713	3490	1788	0	0
4007	400714	3489	1853	0	0
4007	400715	3490	1910	0	0
4007	400716	3965	632	0	0
